program_id,kode_profesi,angkatan,jenjang,nama_profesi,kota_rekrutmen,tgl_buka,tgl_tutup,min_ipk,program_studi,minimal_ipk,program_title
MTE2NTcxNjY1MDY0ODQw,3.2.1.S2,9,S2,Niaga,Kota Administrasi Jakarta Selatan,07 Oktober 2022,16 Oktober 2022 23:59 WIB,3,"BIG DATA DAN BUSINESS INTELLIGENCE, DIGITAL MARKETING DAN ANALYTICS",BIG DATA DAN BUSINESS INTELLIGENCE minimal 3 DIGITAL MARKETING DAN ANALYTICS minimal 3,Rekrutmen PLN Group Tingkat S2 Pro Hire Indonesia Career Excellence 2022
MjE2NDYxNjY1MDYxNjcx,4.3.1.S2,78,S2,Hukum,Kota Administrasi Jakarta Selatan,07 Oktober 2022,16 Oktober 2022 23:59 WIB,3,HUKUM,HUKUM minimal 3,Rekrutmen PLN Group Tingkat S2 Fresh Graduate Indonesia Career Excellence 2022
MjE2NDYxNjY1MDYxNjcx,4.4.1.S2,78,S2,Teknologi Informasi,Kota Administrasi Jakarta Selatan,07 Oktober 2022,16 Oktober 2022 23:59 WIB,3,TEKNIK INFORMATIKA,TEKNIK INFORMATIKA minimal 3,Rekrutmen PLN Group Tingkat S2 Fresh Graduate Indonesia Career Excellence 2022
MjE2NDYxNjY1MDYxNjcx,1.2.2.S2,78,S2,Enjiniring Pembangkitan,Kota Administrasi Jakarta Selatan,07 Oktober 2022,16 Oktober 2022 23:59 WIB,3,"ENERGI BARU TERBARUKAN, TEKNIK KIMIA, TEKNIK MESIN",TEKNIK KIMIA minimal 3 TEKNIK MESIN minimal 3 ENERGI BARU TERBARUKAN minimal 3,Rekrutmen PLN Group Tingkat S2 Fresh Graduate Indonesia Career Excellence 2022
MjE2NDYxNjY1MDYxNjcx,4.4.3.S2,78,S2,Data Analitik,Kota Administrasi Jakarta Selatan,07 Oktober 2022,16 Oktober 2022 23:59 WIB,3,DATA SCIENCE,DATA SCIENCE minimal 3,Rekrutmen PLN Group Tingkat S2 Fresh Graduate Indonesia Career Excellence 2022
MjE2NDYxNjY1MDYxNjcx,4.4.2.S2,78,S2,Manajemen Digital,Kota Administrasi Jakarta Selatan,07 Oktober 2022,16 Oktober 2022 23:59 WIB,3,"KEUANGAN, MANAJEMEN, MANAJEMEN KEUANGAN, TEKNIK INDUSTRI",KEUANGAN minimal 3 MANAJEMEN minimal 3 MANAJEMEN KEUANGAN minimal 3 TEKNIK INDUSTRI minimal 3,Rekrutmen PLN Group Tingkat S2 Fresh Graduate Indonesia Career Excellence 2022
MTE2MTUxNjQ4NjA0ODEx,ICON.15.S1,8,S1/D-IV,Pembangunan dan Aktivasi (Icon+),Kota Administrasi Jakarta Selatan,30 Maret 2022,08 April 2022 23:59 WIB,3,TEKNIK TELEKOMUNIKASI,TEKNIK TELEKOMUNIKASI minimal 3,REKRUTMEN PLN GROUP PT INDONESIA COMNETS PLUS TINGKAT S1/D4 TAHUN 2022
MTE2MTUxNjQ4NjA0ODEx,ICON.14.S1,8,S1/D-IV,Pemeliharaan dan Aset (Icon+),Kota Administrasi Jakarta Selatan,30 Maret 2022,08 April 2022 23:59 WIB,3,TEKNIK TELEKOMUNIKASI,TEKNIK TELEKOMUNIKASI minimal 3,REKRUTMEN PLN GROUP PT INDONESIA COMNETS PLUS TINGKAT S1/D4 TAHUN 2022
MTE1ODcxNjA5MzI2NzYw,3.1.2.S1,74,S1/D-IV,Enjiniring Distribusi,Kota Jayapura,30 Desember 2020,09 Januari 2021 23:59 WIB,2.75,TEKNIK ELEKTRO,TEKNIK ELEKTRO minimal 2.75,REKRUTMEN PPB BUMN KHUSUS PUTRA PUTRI PAPUA
MTE1ODcxNjA5MzI2NzYw,2.1.2.S1,74,S1/D-IV,Enjiniring Transmisi dan Gardu Induk,Kota Jayapura,30 Desember 2020,09 Januari 2021 23:59 WIB,2.75,TEKNIK ELEKTRO,TEKNIK ELEKTRO minimal 2.75,REKRUTMEN PPB BUMN KHUSUS PUTRA PUTRI PAPUA
