unit_induk,kode_unit_pelaksana,nama_posisi,jenjang,jumlah_pegawai
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5614,TEAM LEADER PENGENDALIAN KONSTRUKSI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5614,TEAM LEADER PENGENDALIAN SUSUT,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5614,TEAM LEADER PENYAMBUNGAN DAN PEMUTUSAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5614,TEAM LEADER PERENCANAAN PENGUSAHAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5614,TEAM LEADER PERENCANAAN SISTEM,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5614,TEAM LEADER SALES RETAIL,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5614,TECHNICIAN OPERASI DAN PEMELIHARAAN METER ELEKTRONIK,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5614,TECHNICIAN OPERASI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,ASSISTANT MANAGER JARINGAN DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,ASSISTANT MANAGER KEUANGAN DAN UMUM,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,ASSISTANT MANAGER KONSTRUKSI DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,ASSISTANT MANAGER NIAGA DAN PEMASARAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,ASSISTANT MANAGER PERENCANAAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,ASSISTANT MANAGER TRANSAKSI ENERGI LISTRIK,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,MANAGER UNIT LAYANAN PELANGGAN ANYER,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,MANAGER UNIT LAYANAN PELANGGAN CIKANDE,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,MANAGER UNIT LAYANAN PELANGGAN CILEGON,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,MANAGER UNIT LAYANAN PELANGGAN PRIMA KRAKATAU,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,MANAGER UNIT LAYANAN PELANGGAN SERANG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN BANTEN UTARA,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,OFFICER ACCOUNT EXECUTIVE,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,OFFICER KELAYAKAN INVESTASI DAN RISIKO,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,OFFICER KEUANGAN DAN AKUNTANSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,OFFICER KINERJA,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,OFFICER NIAGA DAN PELAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,OFFICER PELAKSANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,SENIOR OFFICER KINERJA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,SENIOR OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,SENIOR OFFICER KINERJA JARINGAN DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,SENIOR OFFICER KINERJA NIAGA DAN PEMASARAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,TEAM LEADER ADMINISTRASI DAN UMUM,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,TEAM LEADER KEUANGAN DAN AKUNTANSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,TEAM LEADER LOGISTIK,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,TEAM LEADER MAPPING DATA JARINGAN DAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,TEAM LEADER NIAGA DAN PELAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,TEAM LEADER OPERASI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,TEAM LEADER PDKB,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,TEAM LEADER PELAKSANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,TEAM LEADER PEMELIHARAAN DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,TEAM LEADER PEMELIHARAAN METER TRANSAKSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,TEAM LEADER PENGENDALIAN SUSUT,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,TEAM LEADER PERENCANAAN SISTEM,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,TEAM LEADER TRANSAKSI ENERGI LISTRIK,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5616,TECHNICIAN TRANSAKSI ENERGI LISTRIK,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,ASSISTANT MANAGER JARINGAN DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,ASSISTANT MANAGER KEUANGAN DAN UMUM,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,ASSISTANT MANAGER KONSTRUKSI DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,ASSISTANT MANAGER NIAGA DAN PEMASARAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,ASSISTANT MANAGER PERENCANAAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,ASSISTANT MANAGER TRANSAKSI ENERGI LISTRIK,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,MANAGER UNIT LAYANAN PELANGGAN LABUAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,MANAGER UNIT LAYANAN PELANGGAN MALINGPING,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,MANAGER UNIT LAYANAN PELANGGAN PANDEGLANG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,MANAGER UNIT LAYANAN PELANGGAN RANGKASBITUNG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN BANTEN SELATAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,"OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,OFFICER NIAGA DAN PELAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,OFFICER PELAKSANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,SENIOR OFFICER SENIOR PRIORITY ACCOUNT EXECUTIVE,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TEAM LEADER ADMINISTRASI DAN UMUM,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TEAM LEADER KEUANGAN DAN AKUNTANSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TEAM LEADER LOGISTIK,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TEAM LEADER MAPPING DATA JARINGAN DAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TEAM LEADER NIAGA DAN PELAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TEAM LEADER OPERASI DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TEAM LEADER PDKB,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TEAM LEADER PELAKSANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TEAM LEADER PEMELIHARAAN DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TEAM LEADER PEMELIHARAAN METER TRANSAKSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (BAYAH),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (CIBALIUNG),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR (LEUWI DAMAR),G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TEAM LEADER PENGENDALIAN SUSUT,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TEAM LEADER PERENCANAAN SISTEM,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TEAM LEADER TRANSAKSI ENERGI LISTRIK,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TECHNICIAN PEMELIHARAAN METER TRANSAKSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TECHNICIAN PENGENDALIAN SUSUT,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,TECHNICIAN TEKNIK LAYANAN PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,ASSISTANT MANAGER FASILITAS OPERASI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,ASSISTANT MANAGER KEUANGAN DAN UMUM,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,ASSISTANT MANAGER OPERASI SISTEM DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,ASSISTANT MANAGER PEMELIHARAAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,ASSISTANT MANAGER PERENCANAAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,MANAGER UNIT PELAKSANA PENGATUR DISTRIBUSI BANTEN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,"OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,OFFICER KEUANGAN DAN AKUNTANSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,OFFICER KINERJA PEMELIHARAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,OFFICER PELAKSANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,OFFICER PERENCANAAN DAN EVALUASI OPERASI DAN PEMELIHARAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,OFFICER PERENCANAAN DAN KINERJA,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,SENIOR OFFICER KINERJA FASILITAS OPERASI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TEAM LEADER LOGISTIK,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TEAM LEADER OPERASI 1,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TEAM LEADER OPERASI 2,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TEAM LEADER OPERASI 3,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TEAM LEADER PELAKSANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TEAM LEADER PEMELIHARAAN ELEKTROMEKANIK 1,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TEAM LEADER PEMELIHARAAN ELEKTROMEKANIK 2,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TEAM LEADER PEMELIHARAAN ELEKTROMEKANIK 3,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TEAM LEADER PEMELIHARAAN ELEKTROMEKANIK 4,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TEAM LEADER PEMELIHARAAN ELEKTROMEKANIK 5,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TEAM LEADER PENGELOLAAN DATA DAN GAMBAR,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TEAM LEADER PERENCANAAN DAN EVALUASI OPERASI DAN PEMELIHARAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TEAM LEADER PERENCANAAN SCADA,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TEAM LEADER PROTEKSI DAN METER,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL 1,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL 2,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL 3,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TEAM LEADER SCADA DAN TELEKOMUNIKASI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TECHNICIAN PERENCANAAN SCADA,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,TECHNICIAN SCADA DAN TELEKOMUNIKASI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER ADMINISTRASI PELANGGAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER AKUNTANSI AT DAN PDP,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER AKUNTANSI UMUM DAN BIAYA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER ASET PROPERTI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER DESAIN KONSTRUKSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER DIGITAL SERVICE DAN CUSTOMER EXPERIENCE,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,"ASSISTANT MANAGER KESELAMATAN, KESEHATAN KERJA, DAN KEAMANAN",G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER KOMUNIKASI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER LINGKUNGAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER MANAJEMEN BILLING,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,"ASSISTANT MANAGER MANAJEMEN RISIKO, KEPATUHAN, DAN SISTEM MANAJEMEN TERINTEGRASI",G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER MANAJEMEN STAKEHOLDER,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER PAJAK DAN ASURANSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER PDKB,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER PENERTIBAN PEMAKAIAN TENAGA LISTRIK,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER PENGELOLAAN ASET DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER PENGELOLAAN KONSTRUKSI DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER PENGENDALIAN PIUTANG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER PENGENDALIAN SISTEM METER,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER PERIZINAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER TJSL,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,ASSISTANT MANAGER UMUM,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,GENERAL MANAGER,MA,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,MANAGER AKUNTANSI,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,MANAGER ASET PROPERTI DAN UMUM,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,"MANAGER EFISIENSI, PENGUKURAN DAN MUTU SISTEM DISTRIBUSI",MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,"MANAGER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN",MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,MANAGER KEUANGAN DAN ANGGARAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,MANAGER KOMUNIKASI DAN TJSL,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,MANAGER LAYANAN PRIORITAS DAN PAE,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,MANAGER LOGISTIK,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,MANAGER OPERASI DAN PEMELIHARAAN SISTEM DISTRIBUSI,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,MANAGER PELAKSANA PENGADAAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,MANAGER PELAYANAN PELANGGAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,MANAGER PENGAMANAN PENDAPATAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,MANAGER PENGENDALIAN KONSTRUKSI,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,MANAGER PERENCANA PENGADAAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,MANAGER PERENCANAAN KONSTRUKSI,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,MANAGER PERENCANAAN PENGUSAHAAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,MANAGER PERENCANAAN SISTEM DISTRIBUSI,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,MANAGER PERENCANAAN SISTEM KELISTRIKAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,MANAGER STRATEGI PEMASARAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,OFFICER ADMINISTRASI PELANGGAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,OFFICER AKUNTANSI UMUM DAN BIAYA,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,OFFICER DESAIN KONSTRUKSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,OFFICER DIGITAL SERVICE DAN CUSTOMER EXPERIENCE,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,OFFICER MANAJEMEN BILLING,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,"OFFICER MANAJEMEN RISIKO, KEPATUHAN DAN SISTEM MANAJEMEN TERINTEGRASI",G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,OFFICER PAJAK DAN ASURANSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,OFFICER PDKB,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,OFFICER PELAKSANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,OFFICER PENGELOLAAN ASET DISTRIBUSI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,OFFICER PENGENDALIAN PENERTIBAN PEMAKAIAN TENAGA LISTRIK,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,OFFICER PENGENDALIAN PIUTANG,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,OFFICER PERENCANA PENGADAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,OFFICER STRATEGI PEMASARAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,SENIOR MANAGER DISTRIBUSI,MM,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,SENIOR MANAGER KEUANGAN,MM,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,SENIOR MANAGER KOMUNIKASI DAN UMUM,MM,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,SENIOR MANAGER KONSTRUKSI,MM,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,SENIOR MANAGER NIAGA DAN MANAJEMEN PELANGGAN,MM,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,SENIOR MANAGER PERENCANAAN,MM,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,SENIOR OFFICER PELAYANAN PELANGGAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5456,ASSISTANT MANAGER FASILITAS OPERASI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5456,ASSISTANT MANAGER KEUANGAN DAN UMUM,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5456,ASSISTANT MANAGER OPERASI SISTEM DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5456,ASSISTANT MANAGER PEMELIHARAAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5456,ASSISTANT MANAGER PERENCANAAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5456,MANAGER UNIT PELAKSANA PENGATUR DISTRIBUSI JAKARTA,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5456,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN",G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5456,TEAM LEADER LOGISTIK,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5456,TEAM LEADER OPERASI 1,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5456,TEAM LEADER OPERASI 2,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5456,TEAM LEADER OPERASI 3,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5456,TEAM LEADER OPERASI 4,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5456,TEAM LEADER OPERASI 5,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5456,TEAM LEADER PELAKSANA PENGADAAN,G2,1
